Nov 24, 2019  12:22:30 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.93E-009, 
  1.10,   2.12E-009, 
  1.20,   2.36E-009, 
  1.30,   7.74E-009, 
  1.40,   6.37E-008, 
  1.50,   7.31E-008, 
  1.60,   3.42E-008, 
  1.70,   2.67E-008, 
  1.80,   3.06E-008, 
  1.90,   3.48E-008, 
  2.00,   4.10E-008, 
  2.10,   4.18E-008, 
  2.20,   3.93E-008, 
  2.30,   3.43E-008, 
  2.40,   2.99E-008, 
  2.50,   2.09E-008, 
  2.60,   8.97E-009, 
  2.70,   4.60E-009, 
  2.80,   2.77E-009, 
  2.90,   2.22E-009, 
  3.00,   2.11E-009, 
  3.10,   2.20E-009, 
  3.20,   2.52E-009, 
  3.30,   3.41E-009, 
  3.40,   5.46E-009, 
  3.50,   8.84E-009, 
  3.60,   1.96E-008, 
  3.70,   8.94E-008, 
  3.80,   3.86E-007, 
  3.90,   6.11E-007, 
  4.00,   8.09E-007, 
  4.10,   9.38E-007, 
  4.20,   7.83E-007, 
  4.30,   7.73E-007, 
  4.40,   5.75E-007, 
  4.50,   2.02E-007, 
  4.60,   1.77E-008, 
  4.70,   5.68E-009, 
  4.80,   2.24E-009, 
  4.90,   9.45E-010, 
  5.00,   3.31E-010, 
  5.10,   9.36E-011, 
  5.20,  -9.66E-011, 
  5.30,  -2.05E-010, 
  5.40,  -3.02E-010, 
  5.50,  -3.20E-010, 
  5.60,  -3.09E-010, 
  5.70,  -2.93E-010, 
  5.80,  -3.04E-010, 
  5.90,  -2.86E-010, 
  6.00,  -2.71E-010, 
  6.10,  -2.73E-010, 
  6.20,  -2.20E-010, 
  6.30,  -2.12E-010, 
  6.40,  -2.38E-010, 
  6.50,  -1.92E-010, 
  6.60,  -1.66E-010, 
  6.70,  -1.59E-010, 
  6.80,  -1.54E-010, 
