Nov 15, 2019  05:49:21 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   5.97E-010, 
  1.10,   7.51E-010, 
  1.20,   9.15E-010, 
  1.30,   1.56E-008, 
  1.40,   6.93E-008, 
  1.50,   4.75E-008, 
  1.60,   3.09E-008, 
  1.70,   4.05E-008, 
  1.80,   5.50E-008, 
  1.90,   6.93E-008, 
  2.00,   7.44E-008, 
  2.10,   8.10E-008, 
  2.20,   6.70E-008, 
  2.30,   6.09E-008, 
  2.40,   4.70E-008, 
  2.50,   2.14E-008, 
  2.60,   7.28E-009, 
  2.70,   3.31E-009, 
  2.80,   1.75E-009, 
  2.90,   1.04E-009, 
  3.00,   6.38E-010, 
  3.10,   4.62E-010, 
  3.20,   2.71E-010, 
  3.30,   1.67E-010, 
  3.40,   9.97E-011, 
  3.50,   9.14E-011, 
  3.60,   1.22E-010, 
  3.70,   4.05E-010, 
  3.80,   1.24E-009, 
  3.90,   2.23E-009, 
  4.00,   3.52E-009, 
  4.10,   4.93E-009, 
  4.20,   5.08E-009, 
  4.30,   4.93E-009, 
  4.40,   4.30E-009, 
  4.50,   2.53E-009, 
  4.60,   1.40E-009, 
  4.70,   8.25E-010, 
  4.80,   4.90E-010, 
  4.90,   2.75E-010, 
  5.00,   1.55E-010, 
  5.10,   7.93E-011, 
  5.20,   4.90E-011, 
  5.30,   5.72E-011, 
  5.40,   7.06E-011, 
  5.50,  -3.90E-012, 
  5.60,   6.50E-012, 
  5.70,  -1.21E-011, 
  5.80,   1.39E-011, 
  5.90,   9.75E-011, 
  6.00,   7.71E-011, 
  6.10,   6.50E-011, 
  6.20,   9.19E-011, 
  6.30,   7.02E-011, 
  6.40,   4.90E-011, 
  6.50,   1.69E-011, 
  6.60,  -5.46E-011, 
  6.70,  -3.47E-011, 
  6.80,  -2.64E-011, 
  6.90,   2.12E-011, 
