Nov 17, 2019  07:23:31 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.90E-009, 
  1.10,   3.09E-009, 
  1.20,   3.49E-009, 
  1.30,   1.60E-008, 
  1.40,   9.48E-008, 
  1.50,   1.00E-007, 
  1.60,   6.10E-008, 
  1.70,   6.06E-008, 
  1.80,   6.80E-008, 
  1.90,   7.44E-008, 
  2.00,   8.22E-008, 
  2.10,   8.00E-008, 
  2.20,   7.22E-008, 
  2.30,   6.62E-008, 
  2.40,   5.26E-008, 
  2.50,   3.17E-008, 
  2.60,   1.25E-008, 
  2.70,   7.70E-009, 
  2.80,   6.38E-009, 
  2.90,   6.26E-009, 
  3.00,   7.15E-009, 
  3.10,   8.47E-009, 
  3.20,   1.08E-008, 
  3.30,   1.59E-008, 
  3.40,   2.60E-008, 
  3.50,   5.04E-008, 
  3.60,   1.39E-007, 
  3.70,   5.96E-007, 
  3.80,   1.65E-006, 
  3.90,   2.29E-006, 
  4.00,   2.87E-006, 
  4.10,   3.26E-006, 
  4.20,   2.67E-006, 
  4.30,   2.51E-006, 
  4.40,   1.85E-006, 
  4.50,   4.23E-007, 
  4.60,   2.06E-008, 
  4.70,   6.40E-009, 
  4.80,   2.54E-009, 
  4.90,   1.12E-009, 
  5.00,   4.94E-010, 
  5.10,   1.71E-010, 
  5.20,  -1.01E-010, 
  5.30,  -2.34E-010, 
  5.40,  -2.94E-010, 
  5.50,  -3.18E-010, 
  5.60,  -2.96E-010, 
  5.70,  -3.51E-010, 
  5.80,  -2.89E-010, 
  5.90,  -2.30E-010, 
  6.00,  -2.27E-010, 
  6.10,  -1.84E-010, 
  6.20,  -1.76E-010, 
  6.30,  -2.17E-010, 
  6.40,  -2.38E-010, 
  6.50,  -2.96E-010, 
  6.60,  -2.85E-010, 
  6.70,  -3.03E-010, 
  6.80,  -2.93E-010, 
