Nov 17, 2019  09:26:24 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.39E-009, 
  1.10,   2.51E-009, 
  1.20,   2.80E-009, 
  1.30,   1.47E-008, 
  1.40,   8.35E-008, 
  1.50,   8.65E-008, 
  1.60,   5.48E-008, 
  1.70,   5.54E-008, 
  1.80,   6.21E-008, 
  1.90,   6.77E-008, 
  2.00,   7.42E-008, 
  2.10,   7.22E-008, 
  2.20,   6.46E-008, 
  2.30,   5.95E-008, 
  2.40,   4.73E-008, 
  2.50,   2.78E-008, 
  2.60,   1.11E-008, 
  2.70,   6.97E-009, 
  2.80,   5.73E-009, 
  2.90,   5.58E-009, 
  3.00,   6.17E-009, 
  3.10,   7.27E-009, 
  3.20,   9.11E-009, 
  3.30,   1.36E-008, 
  3.40,   2.26E-008, 
  3.50,   4.46E-008, 
  3.60,   1.29E-007, 
  3.70,   5.82E-007, 
  3.80,   1.45E-006, 
  3.90,   2.07E-006, 
  4.00,   2.55E-006, 
  4.10,   2.81E-006, 
  4.20,   2.35E-006, 
  4.30,   2.13E-006, 
  4.40,   1.54E-006, 
  4.50,   3.12E-007, 
  4.60,   1.75E-008, 
  4.70,   5.82E-009, 
  4.80,   2.28E-009, 
  4.90,   1.07E-009, 
  5.00,   3.89E-010, 
  5.10,   4.03E-011, 
  5.20,  -1.32E-010, 
  5.30,  -2.67E-010, 
  5.40,  -2.92E-010, 
  5.50,  -2.36E-010, 
  5.60,  -2.35E-010, 
  5.70,  -2.69E-010, 
  5.80,  -3.07E-010, 
  5.90,  -3.20E-010, 
  6.00,  -2.52E-010, 
  6.10,  -2.18E-010, 
  6.20,  -1.13E-010, 
  6.30,  -8.19E-011, 
  6.40,  -1.02E-010, 
  6.50,  -1.54E-010, 
  6.60,  -1.65E-010, 
  6.70,  -1.15E-010, 
  6.80,  -1.44E-010, 
