Nov 17, 2019  09:29:07 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.34E-009, 
  1.10,   2.45E-009, 
  1.20,   2.77E-009, 
  1.30,   1.40E-008, 
  1.40,   8.11E-008, 
  1.50,   8.42E-008, 
  1.60,   5.05E-008, 
  1.70,   5.04E-008, 
  1.80,   5.74E-008, 
  1.90,   6.31E-008, 
  2.00,   6.95E-008, 
  2.10,   6.78E-008, 
  2.20,   6.12E-008, 
  2.30,   5.56E-008, 
  2.40,   4.45E-008, 
  2.50,   2.68E-008, 
  2.60,   1.09E-008, 
  2.70,   6.68E-009, 
  2.80,   5.38E-009, 
  2.90,   5.22E-009, 
  3.00,   5.75E-009, 
  3.10,   6.72E-009, 
  3.20,   8.44E-009, 
  3.30,   1.24E-008, 
  3.40,   2.04E-008, 
  3.50,   3.87E-008, 
  3.60,   1.09E-007, 
  3.70,   4.79E-007, 
  3.80,   1.33E-006, 
  3.90,   1.92E-006, 
  4.00,   2.41E-006, 
  4.10,   2.72E-006, 
  4.20,   2.24E-006, 
  4.30,   2.07E-006, 
  4.40,   1.51E-006, 
  4.50,   3.24E-007, 
  4.60,   1.82E-008, 
  4.70,   5.87E-009, 
  4.80,   2.30E-009, 
  4.90,   1.06E-009, 
  5.00,   4.33E-010, 
  5.10,   8.71E-011, 
  5.20,  -1.10E-010, 
  5.30,  -1.88E-010, 
  5.40,  -2.79E-010, 
  5.50,  -3.50E-010, 
  5.60,  -3.55E-010, 
  5.70,  -3.76E-010, 
  5.80,  -3.67E-010, 
  5.90,  -3.18E-010, 
  6.00,  -3.13E-010, 
  6.10,  -2.90E-010, 
  6.20,  -2.68E-010, 
  6.30,  -2.28E-010, 
  6.40,  -1.97E-010, 
  6.50,  -2.37E-010, 
  6.60,  -2.72E-010, 
  6.70,  -2.21E-010, 
  6.80,  -1.80E-010, 
