Nov 17, 2019  09:33:12 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.39E-009, 
  1.10,   2.56E-009, 
  1.20,   2.99E-009, 
  1.30,   1.29E-008, 
  1.40,   8.18E-008, 
  1.50,   8.67E-008, 
  1.60,   4.80E-008, 
  1.70,   4.58E-008, 
  1.80,   5.29E-008, 
  1.90,   5.87E-008, 
  2.00,   6.58E-008, 
  2.10,   6.54E-008, 
  2.20,   6.07E-008, 
  2.30,   5.47E-008, 
  2.40,   4.48E-008, 
  2.50,   2.81E-008, 
  2.60,   1.14E-008, 
  2.70,   6.86E-009, 
  2.80,   5.48E-009, 
  2.90,   5.24E-009, 
  3.00,   5.62E-009, 
  3.10,   6.42E-009, 
  3.20,   7.95E-009, 
  3.30,   1.12E-008, 
  3.40,   1.83E-008, 
  3.50,   3.37E-008, 
  3.60,   8.99E-008, 
  3.70,   3.64E-007, 
  3.80,   1.21E-006, 
  3.90,   1.79E-006, 
  4.00,   2.28E-006, 
  4.10,   2.72E-006, 
  4.20,   2.19E-006, 
  4.30,   2.09E-006, 
  4.40,   1.53E-006, 
  4.50,   3.78E-007, 
  4.60,   2.03E-008, 
  4.70,   6.33E-009, 
  4.80,   2.50E-009, 
  4.90,   1.16E-009, 
  5.00,   5.09E-010, 
  5.10,   1.70E-010, 
  5.20,  -3.90E-012, 
  5.30,  -1.06E-010, 
  5.40,  -1.74E-010, 
  5.50,  -2.30E-010, 
  5.60,  -2.51E-010, 
  5.70,  -2.53E-010, 
  5.80,  -1.82E-010, 
  5.90,  -1.79E-010, 
  6.00,  -2.33E-010, 
  6.10,  -2.44E-010, 
  6.20,  -2.44E-010, 
  6.30,  -2.73E-010, 
  6.40,  -2.33E-010, 
  6.50,  -1.53E-010, 
  6.60,  -1.76E-010, 
  6.70,  -1.94E-010, 
  6.80,  -1.14E-010, 
