Nov 17, 2019  09:22:19 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.28E-009, 
  1.10,   2.43E-009, 
  1.20,   2.69E-009, 
  1.30,   1.88E-008, 
  1.40,   8.22E-008, 
  1.50,   8.34E-008, 
  1.60,   6.60E-008, 
  1.70,   7.01E-008, 
  1.80,   7.57E-008, 
  1.90,   8.49E-008, 
  2.00,   8.82E-008, 
  2.10,   8.39E-008, 
  2.20,   7.19E-008, 
  2.30,   6.77E-008, 
  2.40,   5.13E-008, 
  2.50,   2.63E-008, 
  2.60,   1.05E-008, 
  2.70,   7.03E-009, 
  2.80,   6.25E-009, 
  2.90,   6.51E-009, 
  3.00,   7.54E-009, 
  3.10,   9.09E-009, 
  3.20,   1.20E-008, 
  3.30,   1.87E-008, 
  3.40,   3.22E-008, 
  3.50,   7.03E-008, 
  3.60,   2.33E-007, 
  3.70,   1.00E-006, 
  3.80,   1.82E-006, 
  3.90,   2.49E-006, 
  4.00,   2.97E-006, 
  4.10,   2.89E-006, 
  4.20,   2.67E-006, 
  4.30,   2.18E-006, 
  4.40,   1.51E-006, 
  4.50,   1.59E-007, 
  4.60,   1.44E-008, 
  4.70,   5.14E-009, 
  4.80,   2.11E-009, 
  4.90,   1.01E-009, 
  5.00,   4.26E-010, 
  5.10,   1.64E-010, 
  5.20,  -1.30E-011, 
  5.30,  -7.63E-011, 
  5.40,  -1.38E-010, 
  5.50,  -2.27E-010, 
  5.60,  -2.35E-010, 
  5.70,  -2.29E-010, 
  5.80,  -2.20E-010, 
  5.90,  -1.92E-010, 
  6.00,  -2.20E-010, 
  6.10,  -1.86E-010, 
  6.20,  -1.68E-010, 
  6.30,  -5.16E-011, 
  6.40,  -3.08E-011, 
  6.50,  -8.54E-011, 
  6.60,  -1.00E-010, 
  6.70,  -1.54E-010, 
  6.80,  -1.88E-010, 
