Nov 17, 2019  09:23:40 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.26E-009, 
  1.10,   2.35E-009, 
  1.20,   2.64E-009, 
  1.30,   1.60E-008, 
  1.40,   8.33E-008, 
  1.50,   8.61E-008, 
  1.60,   6.12E-008, 
  1.70,   6.32E-008, 
  1.80,   6.93E-008, 
  1.90,   7.63E-008, 
  2.00,   8.17E-008, 
  2.10,   7.82E-008, 
  2.20,   6.84E-008, 
  2.30,   6.38E-008, 
  2.40,   4.91E-008, 
  2.50,   2.73E-008, 
  2.60,   1.09E-008, 
  2.70,   7.08E-009, 
  2.80,   6.04E-009, 
  2.90,   6.02E-009, 
  3.00,   6.88E-009, 
  3.10,   8.28E-009, 
  3.20,   1.07E-008, 
  3.30,   1.63E-008, 
  3.40,   2.78E-008, 
  3.50,   5.75E-008, 
  3.60,   1.77E-007, 
  3.70,   8.04E-007, 
  3.80,   1.65E-006, 
  3.90,   2.32E-006, 
  4.00,   2.81E-006, 
  4.10,   2.91E-006, 
  4.20,   2.53E-006, 
  4.30,   2.18E-006, 
  4.40,   1.56E-006, 
  4.50,   2.51E-007, 
  4.60,   1.63E-008, 
  4.70,   5.46E-009, 
  4.80,   2.20E-009, 
  4.90,   9.88E-010, 
  5.00,   4.08E-010, 
  5.10,   6.80E-011, 
  5.20,  -2.30E-011, 
  5.30,  -1.64E-010, 
  5.40,  -2.31E-010, 
  5.50,  -3.17E-010, 
  5.60,  -2.84E-010, 
  5.70,  -2.62E-010, 
  5.80,  -2.44E-010, 
  5.90,  -2.18E-010, 
  6.00,  -2.37E-010, 
  6.10,  -2.34E-010, 
  6.20,  -2.34E-010, 
  6.30,  -1.77E-010, 
  6.40,  -1.37E-010, 
  6.50,  -1.86E-010, 
  6.60,  -1.77E-010, 
  6.70,  -1.43E-010, 
  6.80,  -1.88E-010, 
