Nov 16, 2019  06:56:42 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   9.55E-010, 
  1.10,   9.24E-010, 
  1.20,   1.03E-009, 
  1.30,   7.15E-009, 
  1.40,   5.75E-008, 
  1.50,   6.02E-008, 
  1.60,   3.10E-008, 
  1.70,   3.00E-008, 
  1.80,   3.84E-008, 
  1.90,   4.87E-008, 
  2.00,   5.66E-008, 
  2.10,   5.85E-008, 
  2.20,   5.32E-008, 
  2.30,   4.76E-008, 
  2.40,   3.84E-008, 
  2.50,   2.40E-008, 
  2.60,   8.72E-009, 
  2.70,   3.87E-009, 
  2.80,   1.99E-009, 
  2.90,   1.17E-009, 
  3.00,   6.52E-010, 
  3.10,   4.31E-010, 
  3.20,   3.15E-010, 
  3.30,   2.39E-010, 
  3.40,   1.82E-010, 
  3.50,   1.66E-010, 
  3.60,   6.76E-011, 
  3.70,   1.18E-010, 
  3.80,   4.85E-010, 
  3.90,   1.01E-009, 
  4.00,   1.50E-009, 
  4.10,   2.04E-009, 
  4.20,   2.15E-009, 
  4.30,   2.18E-009, 
  4.40,   1.98E-009, 
  4.50,   1.56E-009, 
  4.60,   9.27E-010, 
  4.70,   5.17E-010, 
  4.80,   2.69E-010, 
  4.90,   1.56E-010, 
  5.00,   1.42E-010, 
  5.10,   8.93E-011, 
  5.20,   4.03E-011, 
  5.30,   3.77E-011, 
  5.40,   4.46E-011, 
  5.50,   8.02E-011, 
  5.60,   5.81E-011, 
  5.70,   8.62E-011, 
  5.80,   2.77E-011, 
  5.90,   1.39E-011, 
  6.00,   4.03E-011, 
  6.10,   4.25E-011, 
  6.20,   5.33E-011, 
  6.30,   4.03E-011, 
  6.40,   1.39E-011, 
  6.50,  -1.56E-011, 
  6.60,  -2.12E-011, 
  6.70,  -4.68E-011, 
  6.80,  -4.59E-011, 
  6.90,  -2.47E-011, 
