Nov 16, 2019  06:53:59 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   9.84E-010, 
  1.10,   1.07E-009, 
  1.20,   1.22E-009, 
  1.30,   8.80E-009, 
  1.40,   7.11E-008, 
  1.50,   7.09E-008, 
  1.60,   3.72E-008, 
  1.70,   3.84E-008, 
  1.80,   4.92E-008, 
  1.90,   6.09E-008, 
  2.00,   6.86E-008, 
  2.10,   6.96E-008, 
  2.20,   6.27E-008, 
  2.30,   5.72E-008, 
  2.40,   4.58E-008, 
  2.50,   2.75E-008, 
  2.60,   9.28E-009, 
  2.70,   3.99E-009, 
  2.80,   2.01E-009, 
  2.90,   1.23E-009, 
  3.00,   7.56E-010, 
  3.10,   5.12E-010, 
  3.20,   2.99E-010, 
  3.30,   1.98E-010, 
  3.40,   1.57E-010, 
  3.50,   1.38E-010, 
  3.60,   1.41E-010, 
  3.70,   1.92E-010, 
  3.80,   5.14E-010, 
  3.90,   9.46E-010, 
  4.00,   1.40E-009, 
  4.10,   1.94E-009, 
  4.20,   2.07E-009, 
  4.30,   2.11E-009, 
  4.40,   1.88E-009, 
  4.50,   1.41E-009, 
  4.60,   8.48E-010, 
  4.70,   5.58E-010, 
  4.80,   3.22E-010, 
  4.90,   1.69E-010, 
  5.00,   8.32E-011, 
  5.10,  -1.21E-011, 
  5.20,  -1.43E-011, 
  5.30,   4.07E-011, 
  5.40,   3.21E-011, 
  5.50,  -1.30E-012, 
  5.60,  -7.32E-011, 
  5.70,  -1.09E-010, 
  5.80,  -1.09E-010, 
  5.90,  -1.36E-010, 
  6.00,  -5.24E-011, 
  6.10,  -6.41E-011, 
  6.20,  -5.07E-011, 
  6.30,  -3.51E-011, 
  6.40,  -3.99E-011, 
  6.50,  -7.71E-011, 
  6.60,  -7.63E-011, 
  6.70,  -1.05E-010, 
  6.80,  -1.20E-010, 
