Nov 26, 2019  02:12:08 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.23E-009, 
  1.10,   1.30E-009, 
  1.20,   1.61E-009, 
  1.30,   1.75E-008, 
  1.40,   4.87E-008, 
  1.50,   3.46E-008, 
  1.60,   3.05E-008, 
  1.70,   3.40E-008, 
  1.80,   3.84E-008, 
  1.90,   4.38E-008, 
  2.00,   4.53E-008, 
  2.10,   4.21E-008, 
  2.20,   3.66E-008, 
  2.30,   3.38E-008, 
  2.40,   2.57E-008, 
  2.50,   1.22E-008, 
  2.60,   5.61E-009, 
  2.70,   3.24E-009, 
  2.80,   2.47E-009, 
  2.90,   2.30E-009, 
  3.00,   2.32E-009, 
  3.10,   2.63E-009, 
  3.20,   3.35E-009, 
  3.30,   5.16E-009, 
  3.40,   8.37E-009, 
  3.50,   1.71E-008, 
  3.60,   7.15E-008, 
  3.70,   3.19E-007, 
  3.80,   5.17E-007, 
  3.90,   7.30E-007, 
  4.00,   8.01E-007, 
  4.10,   7.37E-007, 
  4.20,   7.11E-007, 
  4.30,   5.59E-007, 
  4.40,   3.15E-007, 
  4.50,   3.15E-008, 
  4.60,   7.40E-009, 
  4.70,   2.89E-009, 
  4.80,   1.31E-009, 
  4.90,   5.86E-010, 
  5.00,   2.70E-010, 
  5.10,   4.38E-011, 
  5.20,  -9.27E-011, 
  5.30,  -1.27E-010, 
  5.40,  -1.89E-010, 
  5.50,  -1.53E-010, 
  5.60,  -1.52E-010, 
  5.70,  -1.88E-010, 
  5.80,  -1.77E-010, 
  5.90,  -2.05E-010, 
  6.00,  -1.55E-010, 
  6.10,  -1.68E-010, 
  6.20,  -1.67E-010, 
  6.30,  -1.43E-010, 
  6.40,  -1.56E-010, 
  6.50,  -1.65E-010, 
  6.60,  -2.08E-010, 
  6.70,  -2.28E-010, 
  6.80,  -2.02E-010, 
