Nov 21, 2019  10:44:26 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.18E-009, 
  1.10,   1.29E-009, 
  1.20,   1.53E-009, 
  1.30,   2.07E-008, 
  1.40,   6.15E-008, 
  1.50,   4.55E-008, 
  1.60,   4.18E-008, 
  1.70,   4.66E-008, 
  1.80,   5.16E-008, 
  1.90,   5.76E-008, 
  2.00,   5.93E-008, 
  2.10,   5.49E-008, 
  2.20,   4.86E-008, 
  2.30,   4.36E-008, 
  2.40,   3.20E-008, 
  2.50,   1.48E-008, 
  2.60,   6.56E-009, 
  2.70,   3.98E-009, 
  2.80,   3.04E-009, 
  2.90,   2.94E-009, 
  3.00,   3.15E-009, 
  3.10,   3.82E-009, 
  3.20,   5.21E-009, 
  3.30,   7.46E-009, 
  3.40,   1.31E-008, 
  3.50,   2.95E-008, 
  3.60,   1.31E-007, 
  3.70,   5.81E-007, 
  3.80,   8.85E-007, 
  3.90,   1.27E-006, 
  4.00,   1.34E-006, 
  4.10,   1.28E-006, 
  4.20,   1.21E-006, 
  4.30,   9.31E-007, 
  4.40,   5.27E-007, 
  4.50,   4.11E-008, 
  4.60,   8.28E-009, 
  4.70,   3.18E-009, 
  4.80,   1.48E-009, 
  4.90,   6.75E-010, 
  5.00,   2.23E-010, 
  5.10,   1.08E-011, 
  5.20,  -1.23E-010, 
  5.30,  -1.87E-010, 
  5.40,  -2.00E-010, 
  5.50,  -2.38E-010, 
  5.60,  -2.55E-010, 
  5.70,  -3.05E-010, 
  5.80,  -2.99E-010, 
  5.90,  -3.07E-010, 
  6.00,  -2.39E-010, 
  6.10,  -2.04E-010, 
  6.20,  -2.10E-010, 
  6.30,  -2.23E-010, 
  6.40,  -1.74E-010, 
  6.50,  -1.33E-010, 
  6.60,  -1.75E-010, 
  6.70,  -1.30E-010, 
  6.80,  -1.19E-010, 
