Nov 21, 2019  10:43:04 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.12E-009, 
  1.10,   1.24E-009, 
  1.20,   1.57E-009, 
  1.30,   2.29E-008, 
  1.40,   5.84E-008, 
  1.50,   4.46E-008, 
  1.60,   4.80E-008, 
  1.70,   5.43E-008, 
  1.80,   5.98E-008, 
  1.90,   6.69E-008, 
  2.00,   6.58E-008, 
  2.10,   6.17E-008, 
  2.20,   5.46E-008, 
  2.30,   4.78E-008, 
  2.40,   3.41E-008, 
  2.50,   1.43E-008, 
  2.60,   6.43E-009, 
  2.70,   4.12E-009, 
  2.80,   3.19E-009, 
  2.90,   3.24E-009, 
  3.00,   3.52E-009, 
  3.10,   4.34E-009, 
  3.20,   5.74E-009, 
  3.30,   8.53E-009, 
  3.40,   1.53E-008, 
  3.50,   3.66E-008, 
  3.60,   1.83E-007, 
  3.70,   6.66E-007, 
  3.80,   9.80E-007, 
  3.90,   1.37E-006, 
  4.00,   1.42E-006, 
  4.10,   1.31E-006, 
  4.20,   1.26E-006, 
  4.30,   9.50E-007, 
  4.40,   4.80E-007, 
  4.50,   3.36E-008, 
  4.60,   7.70E-009, 
  4.70,   2.97E-009, 
  4.80,   1.33E-009, 
  4.90,   5.71E-010, 
  5.00,   2.20E-010, 
  5.10,  -1.08E-011, 
  5.20,  -1.72E-010, 
  5.30,  -2.06E-010, 
  5.40,  -1.72E-010, 
  5.50,  -1.90E-010, 
  5.60,  -2.38E-010, 
  5.70,  -2.24E-010, 
  5.80,  -2.02E-010, 
  5.90,  -2.03E-010, 
  6.00,  -1.86E-010, 
  6.10,  -2.05E-010, 
  6.20,  -2.36E-010, 
  6.30,  -2.49E-010, 
  6.40,  -2.76E-010, 
  6.50,  -2.56E-010, 
  6.60,  -2.58E-010, 
  6.70,  -2.68E-010, 
  6.80,  -2.26E-010, 
