Nov 21, 2019  10:41:42 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.15E-009, 
  1.10,   1.19E-009, 
  1.20,   1.42E-009, 
  1.30,   2.21E-008, 
  1.40,   5.71E-008, 
  1.50,   4.89E-008, 
  1.60,   5.79E-008, 
  1.70,   6.53E-008, 
  1.80,   7.15E-008, 
  1.90,   8.07E-008, 
  2.00,   7.77E-008, 
  2.10,   7.32E-008, 
  2.20,   6.36E-008, 
  2.30,   5.48E-008, 
  2.40,   3.95E-008, 
  2.50,   1.57E-008, 
  2.60,   6.97E-009, 
  2.70,   4.53E-009, 
  2.80,   3.45E-009, 
  2.90,   3.45E-009, 
  3.00,   3.91E-009, 
  3.10,   4.92E-009, 
  3.20,   6.49E-009, 
  3.30,   9.84E-009, 
  3.40,   1.81E-008, 
  3.50,   4.60E-008, 
  3.60,   2.35E-007, 
  3.70,   7.75E-007, 
  3.80,   1.13E-006, 
  3.90,   1.53E-006, 
  4.00,   1.60E-006, 
  4.10,   1.46E-006, 
  4.20,   1.43E-006, 
  4.30,   1.05E-006, 
  4.40,   5.22E-007, 
  4.50,   3.47E-008, 
  4.60,   7.84E-009, 
  4.70,   3.02E-009, 
  4.80,   1.33E-009, 
  4.90,   5.39E-010, 
  5.00,   1.54E-010, 
  5.10,  -1.65E-011, 
  5.20,  -1.49E-010, 
  5.30,  -1.96E-010, 
  5.40,  -2.58E-010, 
  5.50,  -3.30E-010, 
  5.60,  -3.51E-010, 
  5.70,  -3.53E-010, 
  5.80,  -3.80E-010, 
  5.90,  -3.25E-010, 
  6.00,  -3.32E-010, 
  6.10,  -3.17E-010, 
  6.20,  -2.69E-010, 
  6.30,  -2.84E-010, 
  6.40,  -2.15E-010, 
  6.50,  -2.01E-010, 
  6.60,  -1.80E-010, 
  6.70,  -2.08E-010, 
  6.80,  -1.82E-010, 
