Nov 21, 2019  10:53:57 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.70E-009, 
  1.10,   1.81E-009, 
  1.20,   2.00E-009, 
  1.30,   1.05E-008, 
  1.40,   6.43E-008, 
  1.50,   6.28E-008, 
  1.60,   3.24E-008, 
  1.70,   2.91E-008, 
  1.80,   3.33E-008, 
  1.90,   3.68E-008, 
  2.00,   4.20E-008, 
  2.10,   4.08E-008, 
  2.20,   3.80E-008, 
  2.30,   3.41E-008, 
  2.40,   2.82E-008, 
  2.50,   1.80E-008, 
  2.60,   7.82E-009, 
  2.70,   4.39E-009, 
  2.80,   2.95E-009, 
  2.90,   2.64E-009, 
  3.00,   2.66E-009, 
  3.10,   2.97E-009, 
  3.20,   3.68E-009, 
  3.30,   5.08E-009, 
  3.40,   7.73E-009, 
  3.50,   1.40E-008, 
  3.60,   3.71E-008, 
  3.70,   2.15E-007, 
  3.80,   6.08E-007, 
  3.90,   9.20E-007, 
  4.00,   1.13E-006, 
  4.10,   1.21E-006, 
  4.20,   1.02E-006, 
  4.30,   9.71E-007, 
  4.40,   6.92E-007, 
  4.50,   1.70E-007, 
  4.60,   1.40E-008, 
  4.70,   4.77E-009, 
  4.80,   1.94E-009, 
  4.90,   8.36E-010, 
  5.00,   3.36E-010, 
  5.10,   1.12E-010, 
  5.20,  -1.09E-010, 
  5.30,  -2.23E-010, 
  5.40,  -2.63E-010, 
  5.50,  -2.58E-010, 
  5.60,  -2.43E-010, 
  5.70,  -2.12E-010, 
  5.80,  -2.16E-010, 
  5.90,  -2.05E-010, 
  6.00,  -1.57E-010, 
  6.10,  -1.43E-010, 
  6.20,  -1.59E-010, 
  6.30,  -1.76E-010, 
  6.40,  -1.82E-010, 
  6.50,  -1.77E-010, 
  6.60,  -1.23E-010, 
  6.70,  -1.32E-010, 
  6.80,  -1.44E-010, 
