Nov 21, 2019  10:49:52 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.62E-009, 
  1.10,   1.73E-009, 
  1.20,   1.89E-009, 
  1.30,   1.14E-008, 
  1.40,   6.61E-008, 
  1.50,   6.35E-008, 
  1.60,   3.44E-008, 
  1.70,   3.21E-008, 
  1.80,   3.69E-008, 
  1.90,   4.07E-008, 
  2.00,   4.61E-008, 
  2.10,   4.37E-008, 
  2.20,   4.03E-008, 
  2.30,   3.65E-008, 
  2.40,   2.99E-008, 
  2.50,   1.86E-008, 
  2.60,   7.90E-009, 
  2.70,   4.49E-009, 
  2.80,   2.98E-009, 
  2.90,   2.59E-009, 
  3.00,   2.66E-009, 
  3.10,   3.05E-009, 
  3.20,   3.83E-009, 
  3.30,   5.44E-009, 
  3.40,   8.55E-009, 
  3.50,   1.57E-008, 
  3.60,   4.45E-008, 
  3.70,   2.68E-007, 
  3.80,   6.52E-007, 
  3.90,   9.88E-007, 
  4.00,   1.18E-006, 
  4.10,   1.26E-006, 
  4.20,   1.07E-006, 
  4.30,   9.95E-007, 
  4.40,   7.02E-007, 
  4.50,   1.60E-007, 
  4.60,   1.34E-008, 
  4.70,   4.60E-009, 
  4.80,   1.86E-009, 
  4.90,   8.45E-010, 
  5.00,   2.86E-010, 
  5.10,   1.52E-011, 
  5.20,  -8.36E-011, 
  5.30,  -1.43E-010, 
  5.40,  -1.72E-010, 
  5.50,  -1.68E-010, 
  5.60,  -2.59E-010, 
  5.70,  -3.01E-010, 
  5.80,  -2.69E-010, 
  5.90,  -1.97E-010, 
  6.00,  -2.05E-010, 
  6.10,  -2.22E-010, 
  6.20,  -2.15E-010, 
  6.30,  -2.46E-010, 
  6.40,  -2.40E-010, 
  6.50,  -2.32E-010, 
  6.60,  -2.49E-010, 
  6.70,  -2.36E-010, 
  6.80,  -1.94E-010, 
