Nov 18, 2019  04:31:12 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.54E-009, 
  1.10,   1.66E-009, 
  1.20,   1.83E-009, 
  1.30,   2.36E-008, 
  1.40,   8.21E-008, 
  1.50,   6.98E-008, 
  1.60,   6.11E-008, 
  1.70,   6.63E-008, 
  1.80,   7.31E-008, 
  1.90,   8.30E-008, 
  2.00,   8.53E-008, 
  2.10,   7.97E-008, 
  2.20,   6.93E-008, 
  2.30,   6.30E-008, 
  2.40,   4.68E-008, 
  2.50,   2.18E-008, 
  2.60,   8.72E-009, 
  2.70,   5.53E-009, 
  2.80,   4.57E-009, 
  2.90,   4.45E-009, 
  3.00,   4.87E-009, 
  3.10,   5.87E-009, 
  3.20,   7.84E-009, 
  3.30,   1.20E-008, 
  3.40,   2.13E-008, 
  3.50,   4.94E-008, 
  3.60,   2.00E-007, 
  3.70,   8.34E-007, 
  3.80,   1.32E-006, 
  3.90,   1.90E-006, 
  4.00,   2.07E-006, 
  4.10,   1.97E-006, 
  4.20,   1.89E-006, 
  4.30,   1.45E-006, 
  4.40,   9.39E-007, 
  4.50,   7.33E-008, 
  4.60,   1.09E-008, 
  4.70,   3.97E-009, 
  4.80,   1.63E-009, 
  4.90,   6.68E-010, 
  5.00,   2.24E-010, 
  5.10,  -6.50E-012, 
  5.20,  -1.37E-010, 
  5.30,  -2.38E-010, 
  5.40,  -2.49E-010, 
  5.50,  -2.58E-010, 
  5.60,  -2.89E-010, 
  5.70,  -2.77E-010, 
  5.80,  -2.93E-010, 
  5.90,  -2.73E-010, 
  6.00,  -2.87E-010, 
  6.10,  -3.07E-010, 
  6.20,  -3.62E-010, 
  6.30,  -3.45E-010, 
  6.40,  -2.68E-010, 
  6.50,  -2.30E-010, 
  6.60,  -2.45E-010, 
  6.70,  -2.37E-010, 
  6.80,  -1.47E-010, 
