Nov 16, 2019  10:03:20 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.71E-009, 
  1.10,   2.80E-009, 
  1.20,   3.14E-009, 
  1.30,   1.38E-008, 
  1.40,   7.60E-008, 
  1.50,   9.48E-008, 
  1.60,   7.28E-008, 
  1.70,   7.84E-008, 
  1.80,   8.64E-008, 
  1.90,   9.67E-008, 
  2.00,   1.01E-007, 
  2.10,   1.04E-007, 
  2.20,   8.81E-008, 
  2.30,   8.22E-008, 
  2.40,   6.39E-008, 
  2.50,   3.65E-008, 
  2.60,   1.43E-008, 
  2.70,   9.55E-009, 
  2.80,   8.69E-009, 
  2.90,   9.18E-009, 
  3.00,   1.07E-008, 
  3.10,   1.29E-008, 
  3.20,   1.71E-008, 
  3.30,   2.51E-008, 
  3.40,   4.11E-008, 
  3.50,   8.28E-008, 
  3.60,   2.09E-007, 
  3.70,   8.97E-007, 
  3.80,   2.38E-006, 
  3.90,   2.94E-006, 
  4.00,   3.98E-006, 
  4.10,   4.19E-006, 
  4.20,   3.65E-006, 
  4.30,   3.14E-006, 
  4.40,   2.42E-006, 
  4.50,   4.59E-007, 
  4.60,   2.19E-008, 
  4.70,   6.94E-009, 
  4.80,   2.85E-009, 
  4.90,   1.35E-009, 
  5.00,   6.39E-010, 
  5.10,   2.57E-010, 
  5.20,   6.46E-011, 
  5.30,  -4.64E-011, 
  5.40,  -9.14E-011, 
  5.50,  -1.19E-010, 
  5.60,  -1.50E-010, 
  5.70,  -1.48E-010, 
  5.80,  -1.76E-010, 
  5.90,  -1.43E-010, 
  6.00,  -1.59E-010, 
  6.10,  -1.75E-010, 
  6.20,  -1.85E-010, 
  6.30,  -2.34E-010, 
  6.40,  -2.23E-010, 
  6.50,  -1.66E-010, 
  6.60,  -1.23E-010, 
  6.70,  -1.01E-010, 
  6.80,  -5.42E-011, 
