Nov 16, 2019  09:57:54 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.22E-009, 
  1.10,   2.32E-009, 
  1.20,   2.65E-009, 
  1.30,   1.55E-008, 
  1.40,   7.38E-008, 
  1.50,   1.04E-007, 
  1.60,   1.01E-007, 
  1.70,   1.06E-007, 
  1.80,   1.11E-007, 
  1.90,   1.28E-007, 
  2.00,   1.26E-007, 
  2.10,   1.27E-007, 
  2.20,   1.04E-007, 
  2.30,   9.65E-008, 
  2.40,   7.44E-008, 
  2.50,   3.71E-008, 
  2.60,   1.50E-008, 
  2.70,   1.12E-008, 
  2.80,   1.10E-008, 
  2.90,   1.23E-008, 
  3.00,   1.48E-008, 
  3.10,   1.88E-008, 
  3.20,   2.61E-008, 
  3.30,   4.05E-008, 
  3.40,   6.97E-008, 
  3.50,   1.51E-007, 
  3.60,   4.43E-007, 
  3.70,   1.83E-006, 
  3.80,   3.21E-006, 
  3.90,   3.91E-006, 
  4.00,   5.13E-006, 
  4.10,   4.55E-006, 
  4.20,   4.48E-006, 
  4.30,   3.55E-006, 
  4.40,   2.57E-006, 
  4.50,   2.32E-007, 
  4.60,   1.84E-008, 
  4.70,   6.16E-009, 
  4.80,   2.49E-009, 
  4.90,   1.15E-009, 
  5.00,   5.13E-010, 
  5.10,   2.08E-010, 
  5.20,   1.95E-011, 
  5.30,  -1.01E-010, 
  5.40,  -1.98E-010, 
  5.50,  -2.09E-010, 
  5.60,  -2.21E-010, 
  5.70,  -2.29E-010, 
  5.80,  -2.67E-010, 
  5.90,  -2.45E-010, 
  6.00,  -2.56E-010, 
  6.10,  -2.55E-010, 
  6.20,  -2.72E-010, 
  6.30,  -2.77E-010, 
  6.40,  -2.89E-010, 
  6.50,  -2.89E-010, 
  6.60,  -3.00E-010, 
  6.70,  -2.24E-010, 
  6.80,  -2.08E-010, 
