Nov 16, 2019  09:59:15 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.55E-009, 
  1.10,   2.65E-009, 
  1.20,   3.00E-009, 
  1.30,   1.59E-008, 
  1.40,   7.38E-008, 
  1.50,   9.74E-008, 
  1.60,   9.01E-008, 
  1.70,   9.64E-008, 
  1.80,   1.01E-007, 
  1.90,   1.15E-007, 
  2.00,   1.16E-007, 
  2.10,   1.18E-007, 
  2.20,   9.71E-008, 
  2.30,   9.06E-008, 
  2.40,   6.92E-008, 
  2.50,   3.52E-008, 
  2.60,   1.41E-008, 
  2.70,   1.03E-008, 
  2.80,   9.84E-009, 
  2.90,   1.08E-008, 
  3.00,   1.28E-008, 
  3.10,   1.61E-008, 
  3.20,   2.23E-008, 
  3.30,   3.39E-008, 
  3.40,   5.77E-008, 
  3.50,   1.24E-007, 
  3.60,   3.50E-007, 
  3.70,   1.52E-006, 
  3.80,   2.84E-006, 
  3.90,   3.48E-006, 
  4.00,   4.63E-006, 
  4.10,   4.27E-006, 
  4.20,   4.10E-006, 
  4.30,   3.28E-006, 
  4.40,   2.38E-006, 
  4.50,   2.50E-007, 
  4.60,   1.83E-008, 
  4.70,   6.23E-009, 
  4.80,   2.51E-009, 
  4.90,   1.17E-009, 
  5.00,   6.33E-010, 
  5.10,   2.72E-010, 
  5.20,   5.50E-011, 
  5.30,  -5.59E-011, 
  5.40,  -1.17E-010, 
  5.50,  -1.89E-010, 
  5.60,  -1.83E-010, 
  5.70,  -1.96E-010, 
  5.80,  -1.80E-010, 
  5.90,  -1.75E-010, 
  6.00,  -1.88E-010, 
  6.10,  -2.49E-010, 
  6.20,  -1.96E-010, 
  6.30,  -1.79E-010, 
  6.40,  -1.40E-010, 
  6.50,  -1.14E-010, 
  6.60,  -1.34E-010, 
  6.70,  -1.71E-010, 
  6.80,  -1.59E-010, 
