Nov 17, 2019  02:59:27 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.60E-009, 
  1.10,   2.71E-009, 
  1.20,   2.97E-009, 
  1.30,   1.07E-008, 
  1.40,   7.67E-008, 
  1.50,   9.19E-008, 
  1.60,   5.44E-008, 
  1.70,   5.29E-008, 
  1.80,   6.14E-008, 
  1.90,   6.63E-008, 
  2.00,   7.33E-008, 
  2.10,   7.25E-008, 
  2.20,   6.87E-008, 
  2.30,   6.19E-008, 
  2.40,   5.02E-008, 
  2.50,   3.16E-008, 
  2.60,   1.27E-008, 
  2.70,   7.40E-009, 
  2.80,   5.96E-009, 
  2.90,   5.71E-009, 
  3.00,   6.38E-009, 
  3.10,   7.41E-009, 
  3.20,   9.13E-009, 
  3.30,   1.30E-008, 
  3.40,   2.09E-008, 
  3.50,   3.87E-008, 
  3.60,   1.02E-007, 
  3.70,   4.02E-007, 
  3.80,   1.43E-006, 
  3.90,   2.05E-006, 
  4.00,   2.58E-006, 
  4.10,   3.13E-006, 
  4.20,   2.52E-006, 
  4.30,   2.44E-006, 
  4.40,   1.80E-006, 
  4.50,   4.90E-007, 
  4.60,   2.38E-008, 
  4.70,   7.08E-009, 
  4.80,   2.85E-009, 
  4.90,   1.29E-009, 
  5.00,   6.37E-010, 
  5.10,   1.72E-010, 
  5.20,  -9.53E-012, 
  5.30,  -9.92E-011, 
  5.40,  -1.52E-010, 
  5.50,  -1.96E-010, 
  5.60,  -1.32E-010, 
  5.70,  -1.33E-010, 
  5.80,  -1.28E-010, 
  5.90,  -1.14E-010, 
  6.00,  -1.30E-010, 
  6.10,  -1.61E-010, 
  6.20,  -1.46E-010, 
  6.30,  -1.79E-010, 
  6.40,  -1.42E-010, 
  6.50,  -9.75E-011, 
  6.60,  -9.36E-011, 
  6.70,  -1.74E-010, 
  6.80,  -1.43E-010, 
