Nov 17, 2019  02:52:39 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.89E-009, 
  1.10,   2.05E-009, 
  1.20,   2.34E-009, 
  1.30,   1.59E-008, 
  1.40,   7.29E-008, 
  1.50,   7.58E-008, 
  1.60,   6.06E-008, 
  1.70,   6.54E-008, 
  1.80,   7.07E-008, 
  1.90,   7.82E-008, 
  2.00,   7.98E-008, 
  2.10,   7.90E-008, 
  2.20,   6.78E-008, 
  2.30,   6.37E-008, 
  2.40,   4.81E-008, 
  2.50,   2.51E-008, 
  2.60,   1.06E-008, 
  2.70,   7.22E-009, 
  2.80,   6.36E-009, 
  2.90,   6.41E-009, 
  3.00,   7.32E-009, 
  3.10,   8.83E-009, 
  3.20,   1.18E-008, 
  3.30,   1.81E-008, 
  3.40,   3.08E-008, 
  3.50,   6.63E-008, 
  3.60,   2.06E-007, 
  3.70,   9.35E-007, 
  3.80,   1.89E-006, 
  3.90,   2.46E-006, 
  4.00,   3.07E-006, 
  4.10,   3.01E-006, 
  4.20,   2.80E-006, 
  4.30,   2.26E-006, 
  4.40,   1.56E-006, 
  4.50,   1.70E-007, 
  4.60,   1.48E-008, 
  4.70,   5.20E-009, 
  4.80,   2.21E-009, 
  4.90,   1.10E-009, 
  5.00,   4.81E-010, 
  5.10,   1.34E-010, 
  5.20,  -4.94E-011, 
  5.30,  -4.85E-011, 
  5.40,  -1.07E-010, 
  5.50,  -2.08E-010, 
  5.60,  -2.28E-010, 
  5.70,  -2.52E-010, 
  5.80,  -2.63E-010, 
  5.90,  -2.73E-010, 
  6.00,  -2.54E-010, 
  6.10,  -2.57E-010, 
  6.20,  -2.08E-010, 
  6.30,  -1.39E-010, 
  6.40,  -1.61E-010, 
  6.50,  -1.30E-010, 
  6.60,  -1.54E-010, 
  6.70,  -1.49E-010, 
  6.80,  -1.26E-010, 
