Nov 17, 2019  03:00:49 AM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   2.36E-009, 
  1.10,   2.50E-009, 
  1.20,   2.87E-009, 
  1.30,   1.22E-008, 
  1.40,   7.68E-008, 
  1.50,   8.55E-008, 
  1.60,   5.16E-008, 
  1.70,   5.19E-008, 
  1.80,   6.03E-008, 
  1.90,   6.61E-008, 
  2.00,   7.19E-008, 
  2.10,   7.21E-008, 
  2.20,   6.68E-008, 
  2.30,   6.09E-008, 
  2.40,   4.86E-008, 
  2.50,   2.97E-008, 
  2.60,   1.19E-008, 
  2.70,   7.35E-009, 
  2.80,   5.98E-009, 
  2.90,   5.62E-009, 
  3.00,   6.23E-009, 
  3.10,   7.28E-009, 
  3.20,   9.11E-009, 
  3.30,   1.31E-008, 
  3.40,   2.11E-008, 
  3.50,   4.04E-008, 
  3.60,   1.08E-007, 
  3.70,   4.40E-007, 
  3.80,   1.47E-006, 
  3.90,   2.04E-006, 
  4.00,   2.61E-006, 
  4.10,   3.08E-006, 
  4.20,   2.53E-006, 
  4.30,   2.37E-006, 
  4.40,   1.73E-006, 
  4.50,   4.03E-007, 
  4.60,   2.09E-008, 
  4.70,   6.64E-009, 
  4.80,   2.72E-009, 
  4.90,   1.26E-009, 
  5.00,   5.19E-010, 
  5.10,   1.96E-010, 
  5.20,  -4.64E-011, 
  5.30,  -1.68E-010, 
  5.40,  -2.70E-010, 
  5.50,  -2.51E-010, 
  5.60,  -2.47E-010, 
  5.70,  -2.29E-010, 
  5.80,  -2.70E-010, 
  5.90,  -2.66E-010, 
  6.00,  -2.88E-010, 
  6.10,  -2.60E-010, 
  6.20,  -1.66E-010, 
  6.30,  -1.76E-010, 
  6.40,  -1.73E-010, 
  6.50,  -1.83E-010, 
  6.60,  -1.43E-010, 
  6.70,  -1.40E-010, 
  6.80,  -1.33E-010, 
