Nov 18, 2019  09:32:08 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.83E-009, 
  1.10,   1.95E-009, 
  1.20,   2.19E-009, 
  1.30,   1.35E-008, 
  1.40,   7.64E-008, 
  1.50,   7.30E-008, 
  1.60,   4.38E-008, 
  1.70,   4.32E-008, 
  1.80,   4.98E-008, 
  1.90,   5.51E-008, 
  2.00,   6.18E-008, 
  2.10,   5.72E-008, 
  2.20,   5.22E-008, 
  2.30,   4.75E-008, 
  2.40,   3.82E-008, 
  2.50,   2.24E-008, 
  2.60,   8.98E-009, 
  2.70,   5.30E-009, 
  2.80,   3.96E-009, 
  2.90,   3.51E-009, 
  3.00,   3.91E-009, 
  3.10,   4.57E-009, 
  3.20,   5.58E-009, 
  3.30,   7.63E-009, 
  3.40,   1.27E-008, 
  3.50,   2.51E-008, 
  3.60,   7.78E-008, 
  3.70,   4.30E-007, 
  3.80,   8.68E-007, 
  3.90,   1.34E-006, 
  4.00,   1.58E-006, 
  4.10,   1.67E-006, 
  4.20,   1.42E-006, 
  4.30,   1.30E-006, 
  4.40,   9.21E-007, 
  4.50,   1.93E-007, 
  4.60,   1.42E-008, 
  4.70,   4.83E-009, 
  4.80,   1.91E-009, 
  4.90,   8.46E-010, 
  5.00,   3.20E-010, 
  5.10,   4.03E-011, 
  5.20,  -1.31E-010, 
  5.30,  -2.23E-010, 
  5.40,  -2.25E-010, 
  5.50,  -2.22E-010, 
  5.60,  -2.53E-010, 
  5.70,  -2.36E-010, 
  5.80,  -2.14E-010, 
  5.90,  -2.16E-010, 
  6.00,  -2.21E-010, 
  6.10,  -2.12E-010, 
  6.20,  -2.15E-010, 
  6.30,  -1.56E-010, 
  6.40,  -1.21E-010, 
  6.50,  -1.20E-010, 
  6.60,  -1.25E-010, 
  6.70,  -1.19E-010, 
  6.80,  -1.47E-010, 
