Nov 18, 2019  09:37:34 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.76E-009, 
  1.10,   1.81E-009, 
  1.20,   1.96E-009, 
  1.30,   1.18E-008, 
  1.40,   7.46E-008, 
  1.50,   7.20E-008, 
  1.60,   3.69E-008, 
  1.70,   3.40E-008, 
  1.80,   3.97E-008, 
  1.90,   4.45E-008, 
  2.00,   5.11E-008, 
  2.10,   4.92E-008, 
  2.20,   4.51E-008, 
  2.30,   4.03E-008, 
  2.40,   3.31E-008, 
  2.50,   2.10E-008, 
  2.60,   8.76E-009, 
  2.70,   5.03E-009, 
  2.80,   3.54E-009, 
  2.90,   3.03E-009, 
  3.00,   3.17E-009, 
  3.10,   3.66E-009, 
  3.20,   4.69E-009, 
  3.30,   6.24E-009, 
  3.40,   9.91E-009, 
  3.50,   1.82E-008, 
  3.60,   4.88E-008, 
  3.70,   2.63E-007, 
  3.80,   7.31E-007, 
  3.90,   1.12E-006, 
  4.00,   1.39E-006, 
  4.10,   1.56E-006, 
  4.20,   1.28E-006, 
  4.30,   1.23E-006, 
  4.40,   8.77E-007, 
  4.50,   2.19E-007, 
  4.60,   1.53E-008, 
  4.70,   5.15E-009, 
  4.80,   2.09E-009, 
  4.90,   9.16E-010, 
  5.00,   3.76E-010, 
  5.10,   4.16E-011, 
  5.20,  -1.36E-010, 
  5.30,  -2.22E-010, 
  5.40,  -2.91E-010, 
  5.50,  -2.92E-010, 
  5.60,  -2.88E-010, 
  5.70,  -2.66E-010, 
  5.80,  -2.50E-010, 
  5.90,  -2.35E-010, 
  6.00,  -2.02E-010, 
  6.10,  -1.79E-010, 
  6.20,  -2.16E-010, 
  6.30,  -2.24E-010, 
  6.40,  -2.48E-010, 
  6.50,  -2.27E-010, 
  6.60,  -1.89E-010, 
  6.70,  -1.82E-010, 
  6.80,  -1.48E-010, 
