Nov 18, 2019  09:30:46 PM
Residual Gas Analyzer Software 
Software Version, 3.216.001

Analog Scan Setup:

Data Points in Scan, 1991 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 10
Scan Start Mass, 1, amu 
Scan Stop Mass, 200, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


  1.00,   1.62E-009, 
  1.10,   1.71E-009, 
  1.20,   1.92E-009, 
  1.30,   1.54E-008, 
  1.40,   7.51E-008, 
  1.50,   6.92E-008, 
  1.60,   4.73E-008, 
  1.70,   4.87E-008, 
  1.80,   5.54E-008, 
  1.90,   6.16E-008, 
  2.00,   6.78E-008, 
  2.10,   6.19E-008, 
  2.20,   5.59E-008, 
  2.30,   5.15E-008, 
  2.40,   4.00E-008, 
  2.50,   2.20E-008, 
  2.60,   8.63E-009, 
  2.70,   5.20E-009, 
  2.80,   3.93E-009, 
  2.90,   3.54E-009, 
  3.00,   3.93E-009, 
  3.10,   4.73E-009, 
  3.20,   5.98E-009, 
  3.30,   8.60E-009, 
  3.40,   1.47E-008, 
  3.50,   3.00E-008, 
  3.60,   1.02E-007, 
  3.70,   5.35E-007, 
  3.80,   9.53E-007, 
  3.90,   1.48E-006, 
  4.00,   1.68E-006, 
  4.10,   1.72E-006, 
  4.20,   1.50E-006, 
  4.30,   1.31E-006, 
  4.40,   9.18E-007, 
  4.50,   1.43E-007, 
  4.60,   1.26E-008, 
  4.70,   4.45E-009, 
  4.80,   1.84E-009, 
  4.90,   8.36E-010, 
  5.00,   2.79E-010, 
  5.10,   6.02E-011, 
  5.20,  -8.84E-011, 
  5.30,  -1.73E-010, 
  5.40,  -1.99E-010, 
  5.50,  -2.18E-010, 
  5.60,  -1.88E-010, 
  5.70,  -2.09E-010, 
  5.80,  -3.08E-010, 
  5.90,  -2.95E-010, 
  6.00,  -3.38E-010, 
  6.10,  -3.41E-010, 
  6.20,  -2.57E-010, 
  6.30,  -2.56E-010, 
  6.40,  -2.60E-010, 
  6.50,  -2.05E-010, 
  6.60,  -2.20E-010, 
  6.70,  -1.77E-010, 
  6.80,  -1.74E-010, 
